customerid,frequency,gross_total,first_date,last_date,n_events,return_total,n_baskets_ret,net_total,return_rate_value,recency,tenure,avg_basket,test_baskets,test_net,test_active,test_return_total,test_gross,test_return_rate,pred_purchase_prob_raw,pred_purchase_prob,pred_frequency,user_avg_month,user_avg_weekday,user_avg_hour,user_avg_n_items,user_avg_n_distinct,user_avg_n_lines,user_n_pos_baskets,pred_basket_value,pred_return_rate,E_gross,E_return,pred_erpu,actual_erpu,return_risk_score,return_risk_decile,is_top_return_decile,concentration_penalty,opt_score
26039,98,16543868.31,2019-12-04 15:26:00,2020-12-01 12:12:00,961,266516.22000000003,7,16277352.09,0.016109667642778765,8,363,166095.4294897959,6,167150.7,1,92798.1,259948.8,0.35698606802570354,0.9999999851659387,1.0,36.48000000000002,5.36734693877551,2.36734693877551,12.173469387755102,1479.7142857142858,9.806122448979592,9.806122448979592,98,85928.05581989972,0.0055425818038562285,3134655.476309943,17374.08440435377,3117281.391905589,167150.7,0.016109667642778765,9,1,1.0,0.34226769837527804
25093,155,12202997.57,2019-12-04 17:31:00,2020-12-09 13:22:00,2651,41496.66,6,12161500.91,0.0034005300551739766,0,371,78461.29619354839,26,1785615.3699999999,1,4479.9,1790095.2699999998,0.0025026042329020846,0.9999999999999998,1.0,36.48000000000002,8.103896103896103,3.155844155844156,13.467532467532468,283.38961038961037,16.142857142857142,17.25974025974026,154,85851.61372327663,0.0055425818038562285,3131866.8686251333,17358.628318141848,3114508.2403069916,1785615.3699999999,0.0034005300551739766,9,1,1.0,0.3419632150465153
25438,74,8646210.62,2019-12-04 10:32:00,2020-12-01 15:00:00,937,13630.199999999999,4,8632580.42,0.0015764362677530982,8,364,116656.49216216216,1,96738.09,1,0.0,96738.09,0.0,0.9999997834854955,1.0,36.48000000000002,6.985915492957746,2.5774647887323945,13.169014084507042,555.0422535211268,13.154929577464788,13.154929577464788,71,85810.38623329224,0.0055425818038562285,3130362.8897905024,17350.29239241964,3113012.5973980827,96738.09,0.0015764362677530982,9,1,1.0,0.34179899815632603
25434,127,11402171.61,2019-12-02 15:44:00,2020-12-06 14:00:00,1569,126405.64,5,11275765.969999999,0.011086102220136644,3,370,88785.55881889763,10,1420164.02,1,3891.2,1424055.22,0.0027324783093734244,0.9999999999980678,1.0,36.48000000000002,6.94488188976378,2.4881889763779528,12.48031496062992,445.8897637795276,12.330708661417322,12.354330708661417,127,83175.8269001978,0.0055425818038562285,3034254.1653192174,16817.601924973264,3017436.5633942443,1420164.02,0.011086102220136644,9,1,1.0,0.3313050500439505
29588,51,4314508.77,2019-12-01 15:36:00,2020-12-05 10:03:00,748,0.0,0,4314508.77,0.0,4,370,84598.21117647058,0,0.0,0,0.0,0.0,0.0,0.9999892217019332,0.9696969696969697,36.48000000000002,7.078431372549019,3.392156862745098,11.098039215686274,271.15686274509807,13.470588235294118,14.666666666666666,51,85468.54187961506,0.0055425818038562285,3023410.8196541667,16757.50179459723,3006653.3178595696,0.0,0.0,7,0,1.0,0.3301210835788915
30265,41,5161190.82,2019-12-06 10:37:00,2020-12-06 16:58:00,1110,0.0,0,5161190.82,0.0,3,367,125882.70292682928,2,232302.8,1,0.0,232302.8,0.0,0.999978886019065,0.9696969696969697,24.03743314831029,6.195121951219512,3.4146341463414633,12.146341463414634,586.0243902439024,24.463414634146343,27.073170731707318,41,120817.65599079328,0.0055425818038562285,2816141.894801691,15608.696823205055,2800533.1979784863,232302.8,0.0,8,0,1.0,0.3074897423070634
24816,81,5070595.98,2019-12-02 14:43:00,2020-12-02 10:37:00,765,6014.999999999999,2,5064580.98,0.0011862510883779778,7,366,62525.69111111112,8,964210.25,1,0.0,964210.25,0.0,0.9999999524801035,1.0,36.48000000000002,7.2592592592592595,3.259259259259259,11.82716049382716,249.2962962962963,9.45679012345679,9.469135802469136,81,75196.95145729685,0.0055425818038562285,2743184.78916219,15204.32609702554,2727980.4630651646,964210.25,0.0011862510883779778,9,1,1.0,0.2995236800663896
26112,48,3707620.7399999998,2019-12-01 10:52:00,2020-12-05 13:29:00,442,0.0,0,3707620.7399999998,0.0,4,371,77242.09874999999,10,450963.62,1,271.8,451235.42,0.0006023463317662431,0.9999478947000239,0.9696969696969697,35.97962723302164,8.1875,2.5,11.75,301.4791666666667,9.208333333333334,9.208333333333334,48,75911.15752103475,0.0055425818038562285,2648489.842845108,14679.471610651337,2633810.3712344565,450963.62,0.0,1,0,1.0,0.28918409998536837
25180,49,2728924.2399999998,2019-12-03 12:13:00,2020-10-17 16:35:00,630,0.0,0,2728924.2399999998,0.0,53,320,55692.33142857142,0,0.0,0,0.0,0.0,0.0,0.9999769284268489,0.9696969696969697,33.66104893308608,5.530612244897959,1.9387755102040816,12.653061224489797,188.6326530612245,12.591836734693878,12.857142857142858,49,80958.95619862762,0.0055425818038562285,2642582.67750165,14646.730663506318,2627935.9468381437,0.0,0.0,0,0,1.0,0.2885391066515531
30022,48,3542481.52,2019-12-11 13:19:00,2020-12-08 12:08:00,434,21535.9,5,3520945.62,0.006079325997443736,1,363,73353.03375,5,162387.54,1,0.0,162387.54,0.0,0.9999496800485074,0.9696969696969697,36.48000000000002,7.6875,2.3541666666666665,12.583333333333334,402.9375,9.0625,9.0625,48,73934.79116676802,0.0055425818038562285,2615409.6308011627,14496.12182930886,2600913.5089718536,162387.54,0.006079325997443736,9,1,1.0,0.2855721279126429
29934,16,3966182.9,2020-03-07 13:48:00,2020-11-19 14:27:00,1099,2769.9,1,3963413.0,0.0006983792905768416,20,258,247713.3125,1,200250.69,1,0.0,200250.69,0.0,0.9981059377561105,0.9696969696969697,6.583565762764949,7.0,3.25,14.1875,1269.9375,62.25,68.6875,16,408350.9665763151,0.0055425818038562285,2606938.611145505,14449.170509905305,2592489.4406356,200250.69,0.0006983792905768416,8,0,1.0,0.28464719168844055
30447,91,39567984.01,2019-12-01 09:24:00,2020-12-09 13:44:00,629,279256.49999999994,4,39288727.51,0.007057637809634769,0,375,431744.25835164834,5,3642920.06,1,0.0,3642920.06,0.0,0.9999506180859579,0.9696969696969697,36.48000000000002,6.593406593406593,2.8351648351648353,13.428571428571429,1501.9120879120878,6.912087912087912,6.912087912087912,91,73054.00154635843,0.0055425818038562285,2584252.0983380917,14323.428656825985,2569928.669681266,3642920.06,0.007057637809634769,9,1,1.0,0.282170089952241
26504,11,1497022.1099999999,2019-12-03 12:31:00,2020-11-25 13:32:00,672,28260.000000000004,1,1468762.1099999999,0.01887747669939224,14,359,133523.82818181816,1,380955.49,1,0.0,380955.49,0.0,0.9873614696927315,0.9532374100719424,5.628553012381728,6.181818181818182,3.909090909090909,12.636363636363637,814.8181818181819,59.63636363636363,61.18181818181818,11,480604.39557607484,0.0055425818038562285,2578609.494237979,14292.154062014335,2564317.3401759644,380955.49,0.01887747669939224,9,1,1.0,0.28155398361048056
25519,10,3186761.07,2019-12-04 15:40:00,2020-12-05 16:24:00,818,0.0,0,3186761.07,0.0,4,368,318676.10699999996,0,0.0,0,0.0,0.0,0.0,0.987608887605225,0.9532374100719424,5.212785098868232,6.9,2.8,15.3,1210.6,76.1,81.8,10,518791.1586212248,0.0055425818038562285,2577884.559667648,14288.13605285583,2563596.423614792,0.0,0.0,1,0,1.0,0.281474829238099
30020,49,3718774.58,2019-12-10 16:10:00,2020-12-07 13:22:00,440,5898.599999999999,3,3712875.98,0.0015861676670920987,2,363,75772.97918367347,4,275087.15,1,0.0,275087.15,0.0,0.9999569016405351,0.9696969696969697,36.48000000000002,6.571428571428571,2.673469387755102,12.959183673469388,318.6938775510204,9.0,9.0,49,72268.9459946202,0.0055425818038562285,2556481.115038784,14169.505710116047,2542311.609328668,275087.15,0.0015861676670920987,9,1,1.0,0.2791378235333931
26143,62,5495944.25,2019-12-08 16:21:00,2020-12-02 17:24:00,473,48828.0,2,5447116.25,0.008884369596725804,7,361,87856.71370967742,7,824081.17,1,0.0,824081.17,0.0,0.999994619387833,0.9696969696969697,36.48000000000002,6.459016393442623,3.19672131147541,12.901639344262295,529.1803278688525,7.737704918032787,7.737704918032787,61,70205.13184121843,0.0055425818038562285,2483474.6274595396,13764.86128049587,2469709.766179044,824081.17,0.008884369596725804,9,1,1.0,0.2711663693627337
25423,52,3902909.25,2019-12-01 09:06:00,2020-12-08 09:07:00,474,1957.2,1,3900952.05,0.000501472074965617,1,374,75018.30865384615,2,6508.5,1,0.0,6508.5,0.0,0.9999774272621931,0.9696969696969697,36.48000000000002,6.9423076923076925,2.076923076923077,13.51923076923077,262.11538461538464,9.115384615384615,9.115384615384615,52,70073.66031207386,0.0055425818038562285,2478823.881875836,13739.084142649268,2465084.7977331867,6508.5,0.000501472074965617,8,0,1.0,0.27065856236490143
27406,86,10427958.51,2019-12-01 12:18:00,2020-12-07 13:50:00,584,90558.87999999999,4,10337399.629999999,0.008684238618053343,2,373,120202.32127906976,9,1722449.15,1,3385.7999999999997,1725834.95,0.0019618330246469976,0.9999998691005667,1.0,36.48000000000002,8.011627906976743,1.7790697674418605,12.709302325581396,735.2441860465116,6.790697674418604,6.790697674418604,86,67782.3920174252,0.0055425818038562285,2472701.6607956723,13705.151231491169,2458996.5095641813,1722449.15,0.008684238618053343,9,1,1.0,0.269990087461076
25813,49,2633743.07,2019-12-03 13:32:00,2020-12-06 13:34:00,443,607.4,1,2633135.67,0.00023062234388717347,3,370,53737.46265306122,4,184393.86,1,0.0,184393.86,0.0,0.9999670178986566,0.9696969696969697,36.48000000000002,7.591836734693878,1.8571428571428572,13.53061224489796,185.16326530612244,9.040816326530612,9.061224489795919,49,69227.26771469398,0.0055425818038562285,2448883.128467431,13573.135067614097,2435309.9933998166,184393.86,0.00023062234388717347,8,0,1.0,0.2673893824393359
25753,56,3885158.56,2019-12-04 09:31:00,2020-12-03 09:39:00,372,978.6,1,3884179.96,0.0002518816117507441,6,366,69360.35642857142,6,676322.09,1,0.0,676322.09,0.0,0.999983662666735,0.9696969696969697,36.48000000000002,7.2727272727272725,2.909090909090909,12.672727272727272,368.1818181818182,6.745454545454545,6.745454545454545,55,67032.30953853666,0.0055425818038562285,2371237.4806941273,13142.777713117155,2358094.70298101,676322.09,0.0002518816117507441,8,0,1.0,0.25891138625982896
28767,64,4231659.11,2019-12-01 13:52:00,2020-12-05 15:35:00,348,153792.96000000002,8,4077866.1500000004,0.03634341897639293,4,371,63716.658593750006,5,216281.79,1,3854.8500000000004,220136.64,0.017511169426407163,0.999995797419945,0.9851348415963609,36.48000000000002,7.296875,2.578125,12.734375,614.78125,5.421875,5.4375,64,64470.234243958395,0.0055425818038562285,2316913.163505491,12841.680741160504,2304071.48276433,216281.79,0.03634341897639293,9,1,1.0,0.25297980648958546
25664,44,3153209.9,2019-12-06 14:46:00,2020-12-09 10:05:00,497,247.8,1,3152962.1,7.858658568844403e-05,0,369,71658.22954545455,2,159219.33,1,0.0,159219.33,0.0,0.9999245530206259,0.9696969696969697,30.20875099315422,6.9772727272727275,2.772727272727273,13.090909090909092,265.4318181818182,11.295454545454545,11.295454545454545,44,78555.58814178409,0.0055425818038562285,2301155.1042869664,12754.340408871822,2288400.7638780945,159219.33,7.858658568844403e-05,8,0,1.0,0.25125921081317165
25482,8,2156037.83,2020-07-25 15:40:00,2020-11-18 13:27:00,737,0.0,0,2156037.83,0.0,21,116,269504.72875,0,0.0,0,0.0,0.0,0.0,0.9788812327730069,0.9532374100719424,4.619019130454074,9.75,3.625,13.0,1224.75,86.0,92.125,8,518791.1586212248,0.0055425818038562285,2284248.7981697693,12660.635824216222,2271588.1623455533,0.0,0.0,1,0,1.0,0.24941324001143858
28754,7,1701182.02,2019-12-13 15:38:00,2020-11-24 13:25:00,559,0.0,0,1701182.02,0.0,15,347,243026.00285714286,0,0.0,0,0.0,0.0,0.0,0.9578095269696796,0.9532374100719424,4.536137237665807,7.857142857142857,3.5714285714285716,14.714285714285714,1200.0,75.71428571428571,79.85714285714286,7,518791.1586212248,0.0055425818038562285,2243261.1212096564,12433.458271714762,2230827.6629379415,0.0,0.0,5,0,1.0,0.24493786529772307
25796,7,1646814.84,2020-03-21 16:01:00,2020-11-23 14:50:00,600,0.0,0,1646814.84,0.0,16,247,235259.26285714286,0,0.0,0,0.0,0.0,0.0,0.9639255850581908,0.9532374100719424,4.530314777276123,6.285714285714286,3.5714285714285716,15.714285714285714,1429.4285714285713,82.0,85.71428571428571,7,518791.1586212248,0.0055425818038562285,2240381.7332331403,12417.499028309883,2227964.2342048306,0.0,0.0,1,0,1.0,0.2446234698233561
26426,12,2475451.81,2019-12-10 18:27:00,2020-12-05 15:47:00,794,271.8,1,2475180.0100000002,0.00010979813822350272,4,361,206265.00083333335,0,0.0,0,0.0,0.0,0.0,0.9920822183908252,0.9532374100719424,5.911443979924183,5.166666666666667,3.0,15.833333333333334,1000.0,61.833333333333336,66.16666666666667,12,397066.92438786227,0.0055425818038562285,2237475.9106003754,12401.393268660286,2225074.517331715,0.0,0.00010979813822350272,8,0,1.0,0.24430618799384735
25026,30,4461972.89,2019-12-13 13:31:00,2020-12-07 10:08:00,846,1526.4,1,4460446.489999999,0.00034209082789832913,2,360,148681.54966666663,2,391720.02999999997,1,0.0,391720.02999999997,0.0,0.9996280370600068,0.9696969696969697,14.03268064660651,6.833333333333333,2.433333333333333,12.733333333333333,778.0666666666667,28.266666666666666,28.266666666666666,30,164320.0172355991,0.0055425818038562285,2235976.0734177358,12393.08029838304,2223582.9931193525,391720.02999999997,0.00034209082789832913,8,0,1.0,0.24414242332359268
30306,64,1196087.25,2019-12-01 14:48:00,2020-12-02 19:18:00,413,0.0,0,1196087.25,0.0,7,368,18688.86328125,4,37503.149999999994,1,0.0,37503.149999999994,0.0,0.9999983405753198,1.0,36.48000000000002,6.78125,2.328125,13.875,82.09375,6.40625,6.453125,64,60323.49890120143,0.0055425818038562285,2200601.239915829,12197.012389900929,2188404.227525928,37503.149999999994,0.0,8,0,1.0,0.24027990543778052
29124,35,4437144.37,2019-12-03 13:03:00,2020-12-08 09:56:00,745,0.0,0,4437144.37,0.0,1,371,126775.55342857144,3,89831.61,1,4170.599999999999,94002.20999999999,0.04436704200890596,0.9997862212126323,0.9696969696969697,18.20380468360731,6.6571428571428575,2.1714285714285713,12.142857142857142,752.3714285714286,21.057142857142857,21.285714285714285,35,123758.45819847423,0.0055425818038562285,2184605.867626089,12108.35673050191,2172497.510895587,89831.61,0.0,6,0,1.0,0.2385333979508685
26880,7,1773180.43,2020-02-24 15:03:00,2020-11-09 16:03:00,519,0.0,0,1773180.43,0.0,30,260,253311.49,0,0.0,0,0.0,0.0,0.0,0.9454505957565407,0.9512195121951219,4.322640635833696,5.571428571428571,1.1428571428571428,14.0,972.7142857142857,70.42857142857143,74.14285714285714,7,518791.1586212248,0.0055425818038562285,2133155.170900651,11823.187035035771,2121331.983865615,0.0,0.0,3,0,1.0,0.23291558391002526
30414,6,1355066.03,2020-02-28 16:14:00,2020-11-21 15:56:00,528,0.0,0,1355066.03,0.0,18,267,225844.33833333335,0,0.0,0,0.0,0.0,0.0,0.9470032500479065,0.9512195121951219,4.318491889879133,5.5,4.833333333333333,15.5,1289.3333333333333,83.83333333333333,88.0,6,518791.1586212248,0.0055425818038562285,2131107.830020087,11811.839480724866,2119295.990539362,0.0,0.0,8,0,1.0,0.2326920382424787
25059,7,2342734.6,2019-12-04 10:00:00,2020-11-16 18:10:00,437,0.0,0,2342734.6,0.0,23,349,334676.37142857147,2,385632.97,1,0.0,385632.97,0.0,0.920395632838467,0.9475982532751092,4.334880739551563,6.571428571428571,2.0,13.714285714285714,1819.2857142857142,62.42857142857143,62.42857142857143,7,518791.1586212248,0.0055425818038562285,2131051.628359925,11811.527978425906,2119240.100381499,385632.97,0.0,0,0,1.0,0.2326859016788232
28374,49,4963652.15,2019-12-08 11:23:00,2020-12-02 17:40:00,143,9796.4,3,4953855.75,0.0019736274227032608,7,361,101099.0969387755,6,5757446.94,1,0.0,5757446.94,0.0,0.9998129227757059,0.9696969696969697,36.0325676829724,6.755102040816326,2.061224489795918,11.346938775510203,389.6530612244898,2.9183673469387754,2.9183673469387754,49,60892.798674283964,0.0055425818038562285,2127635.2869204837,11792.5926265279,2115842.694293956,5757446.94,0.0019736274227032608,9,1,1.0,0.23231287716937432
28064,25,2689927.15,2019-12-01 12:47:00,2020-11-23 13:07:00,856,0.0,0,2689927.15,0.0,16,359,107597.086,0,0.0,0,0.0,0.0,0.0,0.9993547419969251,0.9696969696969697,11.022084826193,6.2,2.44,11.92,465.96,33.84,34.24,25,197746.05222006163,0.0055425818038562285,2113526.0718684215,11714.391147913644,2101811.680720508,0.0,0.0,4,0,1.0,0.23077231598226874
26214,6,2070312.89,2020-01-17 14:53:00,2020-11-23 13:36:00,553,0.0,0,2070312.89,0.0,16,311,345052.1483333333,2,696042.12,1,0.0,696042.12,0.0,0.9436247526249224,0.9512195121951219,4.2448030322669,6.333333333333333,2.5,13.666666666666666,1459.5,85.33333333333333,92.16666666666667,6,518791.1586212248,0.0055425818038562285,2094743.5377052855,11610.287415830739,2083133.2502894548,696042.12,0.0,2,0,1.0,0.22872148303228237
