BasketID,year_block,EventID,UserID,basket_time,basket_gross,basket_return,basket_net,n_items,n_distinct_products,n_lines,month,weekday,hour
Y1_612988,Y1,612988,25739,2019-12-01 11:58:00,83308.86,0.0,83308.86,663,20,20,12,6,11
Y1_612989,Y1,612989,28356,2019-12-01 12:02:00,108241.79999999999,0.0,108241.79999999999,307,19,22,12,6,12
Y1_612992,Y1,612992,28738,2019-12-01 12:13:00,264833.87,0.0,264833.87,1516,107,130,12,6,12
Y1_612993,Y1,612993,26385,2019-12-01 12:14:00,265088.01,0.0,265088.01,890,58,59,12,6,12
Y1_612995,Y1,612995,27406,2019-12-01 12:18:00,351409.68,0.0,351409.68,1938,17,17,12,6,12
Y1_612996,Y1,612996,25258,2019-12-01 12:18:00,77596.31999999999,0.0,77596.31999999999,288,5,5,12,6,12
Y1_612998,Y1,612998,27406,2019-12-01 12:19:00,47200.799999999996,0.0,47200.799999999996,304,2,2,12,6,12
Y1_613000,Y1,613000,26686,2019-12-01 12:20:00,70949.04,0.0,70949.04,456,14,14,12,6,12
Y1_613001,Y1,613001,30149,2019-12-01 12:22:00,76165.75,0.0,76165.75,422,32,32,12,6,12
Y1_613002,Y1,613002,26501,2019-12-01 12:30:00,197969.3,0.0,197969.3,612,33,33,12,6,12
Y1_613003,Y1,613003,25944,2019-12-01 12:30:00,127990.8,0.0,127990.8,1005,22,22,12,6,12
Y1_613006,Y1,613006,26501,2019-12-01 12:33:00,160291.4,0.0,160291.4,542,23,23,12,6,12
Y1_613008,Y1,613008,29408,2019-12-01 12:36:00,91554.22,0.0,91554.22,429,25,25,12,6,12
Y1_613012,Y1,613012,28064,2019-12-01 12:47:00,211981.94999999998,0.0,211981.94999999998,786,56,59,12,6,12
Y1_613013,Y1,613013,24835,2019-12-01 12:52:00,134161.48,0.0,134161.48,792,21,21,12,6,12
Y1_613014,Y1,613014,28138,2019-12-01 12:54:00,49315.56,0.0,49315.56,224,4,4,12,6,12
Y1_613015,Y1,613015,29401,2019-12-01 12:55:00,47922.1,0.0,47922.1,116,8,8,12,6,12
Y1_613016,Y1,613016,25871,2019-12-01 12:56:00,144477.44999999998,0.0,144477.44999999998,2105,26,30,12,6,12
Y1_613017,Y1,613017,26999,2019-12-01 12:57:00,65255.67,0.0,65255.67,603,27,27,12,6,12
Y1_613018,Y1,613018,30343,2019-12-01 13:07:00,195603.35,0.0,195603.35,527,39,39,12,6,13
Y1_613020,Y1,613020,25871,2019-12-01 13:13:00,63070.2,0.0,63070.2,586,11,14,12,6,13
Y1_613022,Y1,613022,30087,2019-12-01 13:16:00,81311.6,0.0,81311.6,115,8,8,12,6,13
Y1_613023,Y1,613023,27671,2019-12-01 13:19:00,131672.6,0.0,131672.6,400,20,20,12,6,13
Y1_613025,Y1,613025,26823,2019-12-01 13:20:00,88715.15999999999,0.0,88715.15999999999,582,18,18,12,6,13
Y1_613027,Y1,613027,28312,2019-12-01 13:29:00,105989.47,0.0,105989.47,350,30,30,12,6,13
Y1_613028,Y1,613028,29956,2019-12-01 13:29:00,272746.38,0.0,272746.38,1183,83,83,12,6,13
Y1_613029,Y1,613029,27396,2019-12-01 13:29:00,157445.04,0.0,157445.04,746,32,32,12,6,13
Y1_613030,Y1,613030,25442,2019-12-01 13:31:00,240295.66,0.0,240295.66,1093,63,65,12,6,13
Y1_613031,Y1,613031,25935,2019-12-01 13:37:00,104850.16,0.0,104850.16,600,22,22,12,6,13
Y1_613032,Y1,613032,28329,2019-12-01 13:38:00,96188.72,0.0,96188.72,428,17,17,12,6,13
Y1_613035,Y1,613035,29232,2019-12-01 13:41:00,102623.39,0.0,102623.39,557,34,34,12,6,13
Y1_613036,Y1,613036,25266,2019-12-01 13:43:00,40622.4,0.0,40622.4,436,8,8,12,6,13
Y1_613037,Y1,613037,28290,2019-12-01 13:47:00,37955.16,0.0,37955.16,277,10,10,12,6,13
Y1_613038,Y1,613038,26888,2019-12-01 13:47:00,90354.4,0.0,90354.4,255,9,9,12,6,13
Y1_613040,Y1,613040,30382,2019-12-01 13:48:00,21227.8,0.0,21227.8,11,1,1,12,6,13
Y1_613041,Y1,613041,28007,2019-12-01 13:49:00,23886.2,0.0,23886.2,137,4,4,12,6,13
Y1_613042,Y1,613042,27725,2019-12-01 13:50:00,47411.34,0.0,47411.34,188,6,6,12,6,13
Y1_613046,Y1,613046,25455,2019-12-01 14:14:00,168507.21,0.0,168507.21,387,27,27,12,6,14
Y1_613049,Y1,613049,25181,2019-12-01 14:19:00,220223.24,0.0,220223.24,405,29,30,12,6,14
Y1_613050,Y1,613050,27350,2019-12-01 14:19:00,145443.46,0.0,145443.46,711,46,51,12,6,14
Y1_613054,Y1,613054,28965,2019-12-01 14:35:00,214744.84,0.0,214744.84,1375,50,50,12,6,14
Y1_613055,Y1,613055,25103,2019-12-01 14:40:00,516501.11,0.0,516501.11,2733,79,79,12,6,14
Y1_613062,Y1,613062,30306,2019-12-01 14:48:00,2176.35,0.0,2176.35,11,1,1,12,6,14
Y1_613067,Y1,613067,27946,2019-12-01 14:53:00,2989.8,0.0,2989.8,11,1,1,12,6,14
Y1_613069,Y1,613069,25930,2019-12-01 14:56:00,12423.400000000001,0.0,12423.400000000001,11,1,1,12,6,14
Y1_613073,Y1,613073,25787,2019-12-01 14:59:00,125716.29999999999,0.0,125716.29999999999,212,16,16,12,6,14
Y1_613090,Y1,613090,25726,2019-12-01 15:19:00,4521.6,0.0,4521.6,32,1,1,12,6,15
Y1_613091,Y1,613091,29108,2019-12-01 15:26:00,104890.9,0.0,104890.9,483,21,21,12,6,15
Y1_613093,Y1,613093,29588,2019-12-01 15:36:00,141968.05,0.0,141968.05,407,20,20,12,6,15
Y1_613095,Y1,613095,27210,2019-12-01 16:05:00,4875.6,0.0,4875.6,68,1,1,12,6,16
Y1_613096,Y1,613096,29690,2019-12-01 16:17:00,97615.56999999999,0.0,97615.56999999999,1010,26,27,12,6,16
Y1_613097,Y1,613097,26164,2019-12-01 16:18:00,146315.8,0.0,146315.8,932,30,30,12,6,16
Y1_613100,Y1,613100,28153,2019-12-01 16:30:00,195939.63,0.0,195939.63,717,24,26,12,6,16
Y1_613101,Y1,613101,29536,2019-12-01 16:34:00,128694.33,0.0,128694.33,437,32,32,12,6,16
Y1_613106,Y1,613106,26093,2019-12-01 16:44:00,39512.7,0.0,39512.7,210,7,7,12,6,16
Y1_613108,Y1,613108,27610,2019-12-01 17:08:00,77179.68,0.0,77179.68,356,17,17,12,6,17
Y1_613110,Y1,613110,28095,2019-12-01 17:19:00,104995.59,0.0,104995.59,435,30,30,12,6,17
Y1_613112,Y1,613112,29773,2019-12-01 17:28:00,213896.65,0.0,213896.65,791,22,22,12,6,17
Y1_613113,Y1,613113,29773,2019-12-01 17:28:00,13549.2,0.0,13549.2,72,3,3,12,6,17
Y1_613114,Y1,613114,27830,2019-12-01 17:31:00,200404.58,0.0,200404.58,559,21,21,12,6,17
Y1_613117,Y1,613117,29591,2019-12-01 17:45:00,9744.66,0.0,9744.66,84,4,4,12,6,17
Y1_613118,Y1,613118,27830,2019-12-01 17:50:00,12231.0,0.0,12231.0,45,1,1,12,6,17
Y1_613120,Y1,613120,26406,2019-12-01 18:03:00,119137.56,0.0,119137.56,187,11,11,12,6,18
Y1_613121,Y1,613121,26453,2019-12-01 18:07:00,56503.8,0.0,56503.8,268,10,10,12,6,18
Y1_613122,Y1,613122,25993,2019-12-01 18:13:00,65449.38,0.0,65449.38,433,15,15,12,6,18
Y1_613123,Y1,613123,28908,2019-12-01 18:35:00,93296.37,0.0,93296.37,421,10,10,12,6,18
Y1_613124,Y1,613124,29046,2019-12-01 19:19:00,79040.54000000001,0.0,79040.54000000001,338,8,8,12,6,19
Y1_613125,Y1,613125,25187,2019-12-02 08:15:00,49059.6,0.0,49059.6,228,3,3,12,0,8
Y1_613126,Y1,613126,26647,2019-12-02 08:16:00,23838.4,0.0,23838.4,58,2,2,12,0,8
Y1_613127,Y1,613127,26480,2019-12-02 08:58:00,97786.2,0.0,97786.2,1126,8,8,12,0,8
Y1_613128,Y1,613128,27176,2019-12-02 09:21:00,189175.69999999998,0.0,189175.69999999998,881,32,32,12,0,9
Y1_613129,Y1,613129,27176,2019-12-02 09:23:00,16744.8,0.0,16744.8,94,4,4,12,0,9
Y1_613130,Y1,613130,27947,2019-12-02 09:35:00,66686.6,0.0,66686.6,576,17,17,12,0,9
Y1_613131,Y1,613131,26122,2019-12-02 09:47:00,563318.64,0.0,563318.64,2370,22,22,12,0,9
Y1_613132,Y1,613132,26122,2019-12-02 09:49:00,133135.2,0.0,133135.2,940,5,5,12,0,9
Y1_613133,Y1,613133,26345,2019-12-02 09:50:00,31957.199999999997,0.0,31957.199999999997,88,2,2,12,0,9
Y1_613134,Y1,613134,29168,2019-12-02 09:57:00,67921.55,0.0,67921.55,353,20,20,12,0,9
Y1_613135,Y1,613135,28508,2019-12-02 10:00:00,301791.46,0.0,301791.46,840,42,42,12,0,10
Y1_613136,Y1,613136,29538,2019-12-02 10:02:00,6938.400000000001,0.0,6938.400000000001,56,1,1,12,0,10
Y1_613137,Y1,613137,30343,2019-12-02 10:02:00,35147.38,0.0,35147.38,353,11,11,12,0,10
Y1_613138,Y1,613138,28104,2019-12-02 10:08:00,28766.36,0.0,28766.36,353,4,4,12,0,10
Y1_613139,Y1,613139,28476,2019-12-02 10:09:00,294266.83999999997,0.0,294266.83999999997,1491,46,46,12,0,10
Y1_613140,Y1,613140,26905,2019-12-02 10:15:00,71576.1,0.0,71576.1,246,9,9,12,0,10
Y1_613143,Y1,613143,29432,2019-12-02 10:41:00,61649.66,0.0,61649.66,273,12,12,12,0,10
Y1_613144,Y1,613144,27239,2019-12-02 10:42:00,52220.0,0.0,52220.0,104,3,3,12,0,10
Y1_613151,Y1,613151,28547,2019-12-02 10:48:00,94239.8,0.0,94239.8,321,15,15,12,0,10
Y1_613155,Y1,613155,29045,2019-12-02 10:51:00,114130.0,0.0,114130.0,618,25,25,12,0,10
Y1_613158,Y1,613158,29856,2019-12-02 10:52:00,438743.28,0.0,438743.28,2610,30,30,12,0,10
Y1_613161,Y1,613161,29045,2019-12-02 10:52:00,5388.599999999999,0.0,5388.599999999999,14,1,1,12,0,10
Y1_613179,Y1,613179,26644,2019-12-02 10:58:00,312776.89,0.0,312776.89,1839,26,26,12,0,10
Y1_613181,Y1,613181,30294,2019-12-02 11:07:00,24892.800000000003,0.0,24892.800000000003,320,1,1,12,0,11
Y1_613182,Y1,613182,30294,2019-12-02 11:07:00,75108.0,0.0,75108.0,220,1,1,12,0,11
Y1_613183,Y1,613183,30294,2019-12-02 11:09:00,88900.5,0.0,88900.5,470,1,1,12,0,11
Y1_613184,Y1,613184,27144,2019-12-02 11:18:00,55466.5,0.0,55466.5,479,10,10,12,0,11
Y1_613189,Y1,613189,27656,2019-12-02 11:20:00,28129.199999999997,0.0,28129.199999999997,88,2,2,12,0,11
Y1_613199,Y1,613199,28895,2019-12-02 11:24:00,138412.29,0.0,138412.29,770,33,33,12,0,11
Y1_613204,Y1,613204,25325,2019-12-02 11:26:00,144952.0,0.0,144952.0,144,3,3,12,0,11
Y1_613220,Y1,613220,26770,2019-12-02 11:31:00,68098.0,0.0,68098.0,242,14,14,12,0,11
Y1_613221,Y1,613221,27698,2019-12-02 11:33:00,179402.78,0.0,179402.78,511,38,41,12,0,11
Y1_613222,Y1,613222,30163,2019-12-02 11:34:00,95395.26,0.0,95395.26,560,42,46,12,0,11
Y1_613236,Y1,613236,25999,2019-12-02 11:43:00,37770.96,0.0,37770.96,210,8,8,12,0,11
Y1_613238,Y1,613238,29534,2019-12-02 11:45:00,68680.62,0.0,68680.62,438,21,22,12,0,11
Y1_613239,Y1,613239,25614,2019-12-02 11:47:00,31950.48,0.0,31950.48,282,7,7,12,0,11
Y1_613240,Y1,613240,25614,2019-12-02 11:48:00,11404.8,0.0,11404.8,128,4,4,12,0,11
Y1_613241,Y1,613241,26998,2019-12-02 11:51:00,96090.89,0.0,96090.89,500,19,20,12,0,11
Y1_613242,Y1,613242,29364,2019-12-02 11:52:00,91567.47,0.0,91567.47,679,39,44,12,0,11
Y1_613243,Y1,613243,27887,2019-12-02 11:53:00,241706.73,0.0,241706.73,877,63,74,12,0,11
Y1_613244,Y1,613244,25909,2019-12-02 11:55:00,62099.92,0.0,62099.92,208,17,17,12,0,11
Y1_613245,Y1,613245,28178,2019-12-02 11:59:00,25080.399999999998,0.0,25080.399999999998,74,5,5,12,0,11
Y1_613246,Y1,613246,28812,2019-12-02 11:59:00,18462.239999999998,0.0,18462.239999999998,128,2,2,12,0,11
Y1_613247,Y1,613247,27887,2019-12-02 12:06:00,179327.73,0.0,179327.73,740,62,65,12,0,12
Y1_613248,Y1,613248,26872,2019-12-02 12:06:00,438573.77999999997,0.0,438573.77999999997,765,58,58,12,0,12
Y1_613249,Y1,613249,29821,2019-12-02 12:09:00,94575.22,0.0,94575.22,324,16,16,12,0,12
Y1_613250,Y1,613250,27632,2019-12-02 12:13:00,14604.449999999999,0.0,14604.449999999999,125,4,4,12,0,12
Y1_613251,Y1,613251,26785,2019-12-02 12:13:00,154200.12,0.0,154200.12,527,13,13,12,0,12
Y1_613252,Y1,613252,28025,2019-12-02 12:15:00,75296.4,0.0,75296.4,608,19,19,12,0,12
Y1_613253,Y1,613253,27926,2019-12-02 12:19:00,100390.20999999999,0.0,100390.20999999999,442,25,26,12,0,12
Y1_613254,Y1,613254,26085,2019-12-02 12:22:00,114315.87999999999,0.0,114315.87999999999,327,19,20,12,0,12
Y1_613256,Y1,613256,30113,2019-12-02 12:26:00,111862.09,0.0,111862.09,1022,31,32,12,0,12
Y1_613257,Y1,613257,25293,2019-12-02 12:28:00,30868.56,0.0,30868.56,254,6,6,12,0,12
Y1_613258,Y1,613258,27926,2019-12-02 12:32:00,101678.54,0.0,101678.54,656,44,45,12,0,12
Y1_613260,Y1,613260,27012,2019-12-02 12:38:00,70607.34,0.0,70607.34,425,15,16,12,0,12
Y1_613261,Y1,613261,29722,2019-12-02 12:39:00,161202.2,0.0,161202.2,777,46,46,12,0,12
Y1_613263,Y1,613263,27926,2019-12-02 12:43:00,86228.66,0.0,86228.66,551,27,28,12,0,12
Y1_613264,Y1,613264,26812,2019-12-02 12:44:00,37875.18,0.0,37875.18,282,17,17,12,0,12
Y1_613265,Y1,613265,25802,2019-12-02 12:46:00,26209.2,0.0,26209.2,168,6,6,12,0,12
Y1_613266,Y1,613266,30453,2019-12-02 12:47:00,153544.5,0.0,153544.5,475,26,26,12,0,12
Y1_613267,Y1,613267,28555,2019-12-02 12:54:00,100615.28,0.0,100615.28,655,9,9,12,0,12
Y1_613268,Y1,613268,29722,2019-12-02 13:00:00,153629.38,0.0,153629.38,355,25,25,12,0,13
Y1_613270,Y1,613270,27014,2019-12-02 13:06:00,332351.96,0.0,332351.96,1546,84,89,12,0,13
Y1_613271,Y1,613271,30254,2019-12-02 13:10:00,57333.0,0.0,57333.0,141,8,9,12,0,13
Y1_613272,Y1,613272,28431,2019-12-02 13:20:00,108349.25,0.0,108349.25,638,27,27,12,0,13
Y1_613273,Y1,613273,29056,2019-12-02 13:22:00,55373.2,0.0,55373.2,192,3,3,12,0,13
Y1_613274,Y1,613274,28578,2019-12-02 13:23:00,76223.4,0.0,76223.4,282,14,14,12,0,13
Y1_613275,Y1,613275,27084,2019-12-02 13:23:00,100399.96,0.0,100399.96,695,13,13,12,0,13
Y1_613278,Y1,613278,26549,2019-12-02 13:26:00,201175.13999999998,0.0,201175.13999999998,643,54,54,12,0,13
Y1_613279,Y1,613279,29951,2019-12-02 13:32:00,21950.4,0.0,21950.4,112,6,6,12,0,13
Y1_613280,Y1,613280,29142,2019-12-02 13:33:00,103684.70999999999,0.0,103684.70999999999,607,44,44,12,0,13
Y1_613281,Y1,613281,28471,2019-12-02 13:34:00,68152.6,0.0,68152.6,276,11,11,12,0,13
Y1_613282,Y1,613282,30212,2019-12-02 13:39:00,72142.2,0.0,72142.2,117,10,10,12,0,13
Y1_613283,Y1,613283,29757,2019-12-02 13:51:00,100972.2,0.0,100972.2,812,23,23,12,0,13
Y1_613285,Y1,613285,28870,2019-12-02 13:53:00,95320.84,0.0,95320.84,387,8,8,12,0,13
Y1_613286,Y1,613286,25968,2019-12-02 13:57:00,272895.68,0.0,272895.68,962,62,69,12,0,13
Y1_613287,Y1,613287,24780,2019-12-02 13:58:00,98925.0,0.0,98925.0,500,1,1,12,0,13
Y1_613288,Y1,613288,26894,2019-12-02 14:06:00,162577.74,0.0,162577.74,672,54,55,12,0,14
Y1_613289,Y1,613289,27325,2019-12-02 14:09:00,91435.21,0.0,91435.21,329,24,24,12,0,14
Y1_613290,Y1,613290,26451,2019-12-02 14:09:00,35147.2,0.0,35147.2,44,1,1,12,0,14
Y1_613291,Y1,613291,27406,2019-12-02 14:15:00,75840.0,0.0,75840.0,320,2,2,12,0,14
Y1_613293,Y1,613293,26741,2019-12-02 14:21:00,173148.38999999998,0.0,173148.38999999998,834,43,47,12,0,14
Y1_613296,Y1,613296,26467,2019-12-02 14:22:00,21132.8,0.0,21132.8,16,1,1,12,0,14
Y1_613311,Y1,613311,29332,2019-12-02 14:34:00,97062.27,0.0,97062.27,346,28,29,12,0,14
Y1_613318,Y1,613318,30154,2019-12-02 14:52:00,97331.4,0.0,97331.4,230,4,4,12,0,14
Y1_613319,Y1,613319,28262,2019-12-02 14:55:00,63894.39,0.0,63894.39,201,18,18,12,0,14
Y1_613320,Y1,613320,27332,2019-12-02 14:56:00,35795.8,0.0,35795.8,129,3,3,12,0,14
Y1_613321,Y1,613321,26425,2019-12-02 15:01:00,133824.24,0.0,133824.24,243,18,18,12,0,15
Y1_613322,Y1,613322,28545,2019-12-02 15:04:00,420478.06,0.0,420478.06,1997,109,120,12,0,15
Y1_613324,Y1,613324,28139,2019-12-02 15:10:00,127871.7,0.0,127871.7,478,14,14,12,0,15
Y1_613325,Y1,613325,28545,2019-12-02 15:15:00,32397.51,0.0,32397.51,197,17,17,12,0,15
Y1_613326,Y1,613326,27868,2019-12-02 15:16:00,24194.4,0.0,24194.4,178,3,3,12,0,15
Y1_613327,Y1,613327,27868,2019-12-02 15:17:00,110554.0,0.0,110554.0,374,5,5,12,0,15
Y1_613328,Y1,613328,27960,2019-12-02 15:28:00,154316.4,0.0,154316.4,740,22,22,12,0,15
Y1_613329,Y1,613329,27960,2019-12-02 15:29:00,2851.2,0.0,2851.2,32,1,1,12,0,15
Y1_613330,Y1,613330,30346,2019-12-02 15:38:00,50446.4,0.0,50446.4,294,12,12,12,0,15
Y1_613331,Y1,613331,30186,2019-12-02 15:41:00,344964.77,0.0,344964.77,1229,92,95,12,0,15
Y1_613332,Y1,613332,28262,2019-12-02 15:44:00,37890.75,0.0,37890.75,202,18,18,12,0,15
Y1_613333,Y1,613333,25434,2019-12-02 15:44:00,55005.0,0.0,55005.0,242,4,4,12,0,15
Y1_613334,Y1,613334,28334,2019-12-02 15:51:00,117237.97,0.0,117237.97,436,36,38,12,0,15
Y1_613335,Y1,613335,30005,2019-12-02 16:02:00,116272.79000000001,0.0,116272.79000000001,598,42,44,12,0,16
Y1_613336,Y1,613336,25658,2019-12-02 16:18:00,107363.46,0.0,107363.46,912,22,22,12,0,16
Y1_613339,Y1,613339,24782,2019-12-02 16:24:00,153745.11,0.0,153745.11,673,27,27,12,0,16
Y1_613340,Y1,613340,25658,2019-12-02 16:24:00,1235.52,0.0,1235.52,39,1,1,12,0,16
Y1_613344,Y1,613344,27186,2019-12-02 16:49:00,138140.2,0.0,138140.2,1120,26,26,12,0,16
Y1_613345,Y1,613345,26991,2019-12-02 16:52:00,542555.08,0.0,542555.08,3600,20,20,12,0,16
Y1_613346,Y1,613346,26991,2019-12-02 16:53:00,104777.4,0.0,104777.4,652,3,3,12,0,16
Y1_613347,Y1,613347,27827,2019-12-02 16:59:00,39575.159999999996,0.0,39575.159999999996,234,6,6,12,0,16
Y1_613349,Y1,613349,28501,2019-12-02 17:06:00,62840.4,0.0,62840.4,228,9,9,12,0,17
Y1_613350,Y1,613350,30061,2019-12-02 17:18:00,124972.8,0.0,124972.8,906,27,27,12,0,17
Y1_613351,Y1,613351,25124,2019-12-03 07:25:00,91990.44,0.0,91990.44,636,22,22,12,1,7
Y1_613352,Y1,613352,25956,2019-12-03 07:57:00,85738.56,0.0,85738.56,527,20,20,12,1,7
Y1_613353,Y1,613353,27600,2019-12-03 09:10:00,61673.28,0.0,61673.28,396,13,13,12,1,9
Y1_613356,Y1,613356,27116,2019-12-03 09:44:00,69376.74,0.0,69376.74,593,19,19,12,1,9
Y1_613358,Y1,613358,27183,2019-12-03 09:52:00,39294.399999999994,0.0,39294.399999999994,68,4,4,12,1,9
Y1_613360,Y1,613360,26324,2019-12-03 10:02:00,73763.16,0.0,73763.16,320,13,13,12,1,10
Y1_613361,Y1,613361,26145,2019-12-03 10:03:00,101340.2,0.0,101340.2,532,19,19,12,1,10
Y1_613362,Y1,613362,26828,2019-12-03 10:16:00,21806.4,0.0,21806.4,176,4,4,12,1,10
Y1_613363,Y1,613363,27260,2019-12-03 10:17:00,56842.619999999995,0.0,56842.619999999995,274,11,11,12,1,10
Y1_613364,Y1,613364,28646,2019-12-03 10:20:00,30902.46,0.0,30902.46,121,6,6,12,1,10
Y1_613365,Y1,613365,26098,2019-12-03 10:20:00,126089.4,0.0,126089.4,748,16,16,12,1,10
Y1_613366,Y1,613366,27827,2019-12-03 10:23:00,18064.2,0.0,18064.2,308,1,1,12,1,10
Y1_613368,Y1,613368,26276,2019-12-03 10:26:00,293317.4,0.0,293317.4,1458,58,58,12,1,10
Y1_613369,Y1,613369,26276,2019-12-03 10:28:00,21116.6,0.0,21116.6,46,3,3,12,1,10
Y1_613370,Y1,613370,25266,2019-12-03 10:28:00,201977.0,0.0,201977.0,1008,29,29,12,1,10
Y1_613371,Y1,613371,29380,2019-12-03 10:37:00,10947.599999999999,0.0,10947.599999999999,76,2,2,12,1,10
Y1_613372,Y1,613372,27539,2019-12-03 10:37:00,59100.9,0.0,59100.9,382,9,9,12,1,10
Y1_613388,Y1,613388,26692,2019-12-03 10:49:00,26171.399999999998,0.0,26171.399999999998,138,6,6,12,1,10
Y1_613391,Y1,613391,25279,2019-12-03 10:51:00,92237.8,0.0,92237.8,61,2,2,12,1,10
Y1_613450,Y1,613450,27636,2019-12-03 11:09:00,69711.6,0.0,69711.6,222,4,4,12,1,11
Y1_613452,Y1,613452,29554,2019-12-03 11:10:00,57505.9,0.0,57505.9,574,5,5,12,1,11
Y1_613454,Y1,613454,28003,2019-12-03 11:19:00,111523.79999999999,0.0,111523.79999999999,315,18,18,12,1,11
Y1_613455,Y1,613455,29659,2019-12-03 11:25:00,39183.2,0.0,39183.2,192,7,7,12,1,11
Y1_613456,Y1,613456,29500,2019-12-03 11:34:00,39339.369999999995,0.0,39339.369999999995,229,12,12,12,1,11
Y1_613457,Y1,613457,28310,2019-12-03 11:45:00,21579.0,0.0,21579.0,134,2,2,12,1,11
Y1_613458,Y1,613458,29667,2019-12-03 11:46:00,48817.200000000004,0.0,48817.200000000004,415,28,28,12,1,11
Y1_613459,Y1,613459,28504,2019-12-03 11:51:00,76825.9,0.0,76825.9,333,12,12,12,1,11
Y1_613460,Y1,613460,26396,2019-12-03 11:53:00,152511.92,0.0,152511.92,404,9,9,12,1,11
Y1_613461,Y1,613461,26338,2019-12-03 11:57:00,163185.2,0.0,163185.2,553,25,25,12,1,11
Y1_613462,Y1,613462,29756,2019-12-03 12:02:00,87160.8,0.0,87160.8,390,19,19,12,1,12
Y1_613464,Y1,613464,28113,2019-12-03 12:10:00,268105.45999999996,0.0,268105.45999999996,987,63,64,12,1,12
Y1_613465,Y1,613465,25180,2019-12-03 12:13:00,129847.62999999999,0.0,129847.62999999999,430,29,31,12,1,12
Y1_613466,Y1,613466,27406,2019-12-03 12:15:00,98925.0,0.0,98925.0,500,1,1,12,1,12
Y1_613467,Y1,613467,29263,2019-12-03 12:27:00,105563.43,0.0,105563.43,588,43,43,12,1,12
